,comment_text,label,party
311,As a Conservative member- this governments plan seems to be “give benefit claimants 10% increase and hammer hard working people and business owners”   👎 to this “plan”,0,conservatives
152,"Merry Christmas to you all and best wishes for 2023 ❤️❤️ always been a loyal Conservative voter and supporter, and will continue to be x",2,conservatives
192,Labour's next prime minister 🤣🤣🤣🤣🤣 I just spat coffee 🤣🤣,0,labour
14,we need another lettuce 🤫,0,libdems
47,"Who exactly is going to train all these new nurses? 🤷‍♀️Universities are struggling to recruit people to actually deliver nursing courses… then again who would want to study nursing at university? The fees the students must pay are ridiculous, their workload is huge and their starting salaries are far too low. Support the nurses and ensure they are well paid with decent working conditions, then young people might see nursing as a viable career!",0,labour
82,That’s a good joke 😂,0,labour
54,"Why bring politics into sport. THE lads did the nation proud,and we have the young lions to make their mark ,they will bring it home in four years time  we'll done. 😉",2,labour
91,Animal farm was a classic 😂,1,libdems
36,Mick Lynch for PM 🗳️,2,conservatives
200,So we’ll be joining the single market then eh Labour?  Or will you just continue to ignore that elephant in the room and carry on being NeoLabourtarians? 🤷🏻 🤔🤷🏻,0,labour
74,Fix lol 😂 you can’t fix your own shoe laces we see more corruption in this government government ministers having to pay 3 million tax back to hmrc 😆😆😆😆,0,conservatives
105,Wow that’s way up there on my important list not 😂😂😂😂,0,conservatives
56,The tory Party 🥳. 40 billion pounds of ppe equipment which will be burned 🔥 😳  30 million pounds for a shipping company with no ship's?? Millions of pounds worth of vacancies destroyed each day for two months because they couldn't be used fact. Thousands of people lives lost because of their rules in putting elderly people into care homes without being free of covid. Not locking down airport's in the early stages of covid. Running down the NHS for one reason only. To privatise the NHS which they wanted to do from the beginning. 6 billion pounds on nightingale hospitals which only five was used and dismantled within three months and all the equipment was sold for scrap. And the list goes on and on,0,libdems
192,"🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧 Good luck, lads!!🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿",2,conservatives
304,Tories are a sad joke 😔,0,conservatives
38,"Instead of the UK government to review salaries of nurses, carers, teachers they resort to importing these skills from abroad! They recruit from abroad because in the short term of 5years, the imported skills would be satisfied with low wages until they become citizens and then suddenly want more money...I am honestly counting down to the next election to see conservatives gotten rid of! Useless bunch of individuals..they are ok to inflate council taxes but not salaries 😳😳! They expect nurses,  carers and teachers to survive this inflation with their original wages when 100pound shopping is nothing anymore 🤔...I hope people wake up to understand that there is not a shortage of nurses or doctors or carers, there is only a government happy to pay them less and import cheaper labour...Agency workers are the same permanently employed nurses they refuse to pay properly doing the same job fir higher wage at the expense of the tax payers whilst the agents rake in billions in profit",0,labour
54,Yes 👍🏼agree,2,libdems
96,"Why just them? Christianity insists ""Love thy neighbour?"" Treat others as you would have done to yourself? That would seem to exclude every member of the Tory Government? 🤬",0,conservatives
193,Good luck England ⚽️🦁🤞🏻❣🍀,2,conservatives
25,Legal aid no longer exists if you have ANY money!!!!The government scrapped it🤣,0,libdems
139,Dynamic was the buzzword yesterday and today's one is Superpower 🤣🤣🤣,1,labour
99,"It may come as some surprise to visitors that the Conservatives are still the Governing Party despite the chaos of five Leaders in seven years.   It is the Government who provides the Ministers who have oversight of the various Government agencies, such as the NHS.   The job of the Opposition is to Oppose, very little surprise to the rest of us. Why is it a surprise to the Tory trolls 🧌?",0,libdems
116,👆,1,labour
28,"And yet at the same time plummeting towards becoming a third world country full of debt, strikes and food banks 😡",0,conservatives
132,Keir is not a nice guy.. he’s a  🤥 and a Judas!,0,labour
108,I didn’t realise keir was in charge?? 😮,1,conservatives
128,"Yada,  yada, yada!  🥱",0,labour
2,"Just think, Tory ilk supporters still think the Tories have value. Talk about Tories measuring IQ on 5cm ruler 🤦‍♂️ Note the US private medical company Centene pays zero tax in the U.K., yet still given many PFI contracts even after multiple charges of false accounting and fabricated purchase orders found by NHS auditors. The US Democrat enquiry charged Centene with £1 billion fraud charge.  ",0,libdems
317,😂😂😂😂😂🤔,0,conservatives
14,I’d like to see a presence on the picket lines too. From a Postie. Solidarity with nurses ✊✊✊,1,labour
103,I wish you responded to your other mistakes as quickly as you responded to this one!!!!! 😂😂😂,0,conservatives
222,Well done boys good game looking forward to the next game good luck 👏👏👏👏,2,conservatives
97,"No they won't, their just as bad as the bloody tories!!!!!! 😡",0,labour
249,This disgusting excuse of a government has been in power for 12 years!! This is on your watch! This is your mess! You sold off the water companies and you have allowed them to pollute our beautiful rivers and coastlines while making record profits for shareholders! Shame on you 😠,0,conservatives
129,"Thank you very much for your wishes 🌲 Nowadays, when Armenians are celebrating Christmas at #NagornoKarabakh, #Azerbaijan by its authoritarian regime is blockading the region for more than 30 days! Please, stand up against the #AzerbaijaniAggression ! ",1,libdems
116,I’d like to know how these 5 things became my priority. 🤔,1,conservatives
138,What a 🔔 end. Proud of many things but our leaders is definitely not one!!,0,conservatives
40,A lot of champagne socialists here and don’t understand politics and what’s going on in the world!🤦‍♂️,0,conservatives
148,Maybe you'll be going to hospital for your flu too??? 🤡🤡🤡🤡🤡,0,libdems
3,"✅ Our economy is growing and there's 888,000 more people on company payrolls than pre-pandemic",2,conservatives
